[68]
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
[121]
1,2
1,5
2,3
3,6
4,1
5,7
5,8
6,5
7,4
7,8
7,10
8,9
8,5
9,12
10,7
11,8
11,10
12,11
13,14
13,16
14,15
14,17
15,14
15,18
16,17
16,19
17,16
18,17
18,21
18,15
19,20
20,18
21,20
22,23
23,25
25,24
24,22
26,31
27,31
28,27
28,32
29,28
30,26
30,34
31,35
31,37
32,33
33,29
34,38
35,36
35,39
36,40
37,33
37,40
37,41
38,39
39,30
40,39
41,40
42,43
42,44
43,42
44,42
44,43
3,13
6,16
18,24
15,23
21,42
10,26
12,33
45,46
46,47
47,50
48,45
49,45
50,52
51,48
52,51
52,49
53,50
53,52
53,54
54,53
55,56
55,59
56,60
57,58
58,56
59,56
59,64
60,59
60,62
61,57
62,61
63,65
64,63
65,60
44,55
48,57
51,57
66,67
67,66
41,66
