[50]
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
[0]
0,46
1,8
1,39
2,6
2,24
2,32
3,2
4,15
4,21
4,34
4,42
5,23
5,36
5,38
5,39
6,27
6,44
7,5
7,8
7,10
8,5
8,23
8,29
8,35
9,3
9,4
10,10
12,1
12,30
12,38
13,8
14,48
15,9
15,20
15,38
16,20
16,25
16,28
17,26
17,32
17,41
17,43
18,45
19,5
19,12
19,17
19,25
19,37
19,44
20,18
21,45
23,11
23,12
23,26
24,11
24,28
25,13
26,0
27,5
27,10
27,20
28,8
28,25
28,38
29,34
29,39
29,46
30,2
30,13
30,19
30,29
30,37
30,39
31,26
31,37
32,2
32,5
32,31
33,14
33,38
33,43
34,31
34,39
35,8
35,22
35,42
37,6
37,17
38,26
38,44
39,9
40,3
40,4
40,24
41,1
41,5
41,26
41,32
42,45
43,22
43,26
45,21
45,28
45,43
46,8
48,29
48,34
49,8
49,18
49,40
